- Chef de projet développement des scripts de QoE pour les opérateurs nord-américains;http://intranet-if.insa-lyon.fr/stages/descriptif/Witbe-1%20Offre%20Stages%202012.docx
14;ABC PORTAGE;PARIS Paris;3-4Hubert CAMUS;Développeur Informatique;http://intranet-if.insa-lyon.fr/stages/descriptif/ABC%20Portage.pdf
15;THALES HONG KONG;HONG KONG Chine;4-5Claire SEMERIE;4  sujets de stages proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/THALES%20Hong%20Kong.7z
16;CHECK AND TAKE;PARIS Paris;3-4mickael.arias@checkandtake.com;;http://intranet-if.insa-lyon.fr/stages/descriptif/CHECK%20AND%20TAKE%20Offres%20de%20stage%202011.12.08.pdf
17;EUROCOPTER;MARIGNANE Bouches du Rhône;4-5Céline DI FILIPPO;16 sujets de stages proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/EUROCOPTER.7z
8;M2ES TECHNOLOGIES;LYON Rhône;4e.rougier@m2es-technologies.com;validation d&#8217;une capacité de production (conception réalisation, tests);http://intranet-if.insa-lyon.fr/stages/descriptif/M2ES%20TECHNOLOGIES.pdf
9;INFOTEL;NEUILLY-SUR-SEINE Hauts de Seine;5Guillaume COUCHOURON;18 sujets proposés consultables également sur :
http://infotel.com/fr/recrutement_stage.html;http://intranet-if.insa-lyon.fr/stages/descriptif/INFOTEL.7z
20;AVANT GOUT STUDIOS;FIRMINY Loire;4-5Corinne POINAS;;http://intranet-if.insa-lyon.fr/stages/descriptif/AVANT%20GOUT%20Studio%20de%20developpements%20interactifs.docx
2;AGROSTAR;LYON Rhône;3Virginie LACHAUME;Création d'un outil d'extraction de données d'une base Oracle sous forme  de fichiers .CSV.;http://intranet-if.insa-lyon.fr/stages/descriptif/AGROSTAR%20-%20Fiche%20de%20stage%20wms%20vers%20WD-1.doc
3;CERTILIENCE;FRANCHEVILLE Rhône;5Romain JACQUES;Stagiaire (H/F) Ingénieur Systèmes / Sécurité;http://intranet-if.insa-lyon.fr/stages/descriptif/CERTILIENCE%20-%20Stage_AP-1.docx
4;AXA FRANCE;NATERRE Hauts de Seine;5Anousit THONGPHANIT;6 sujets proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/AXA.7z
25;KONTRON MODULAR COMPUTERS SAS;TOULON Var;4-5Florence Bourg;;http://intranet-if.insa-lyon.fr/stages/descriptif/KONTRON%20%20SUJET%20DE%20STAGE_emo2012.docx
6;ORANGE LABS;RENNES Ille et Vilaine;5Franck MAMALET;Apprentissage d'actions dans les vidéos par réseau de neurones récurrents
Inscription sur site : http://orange.jobs/jobs/fiche.do?do=fiche&amp;open&amp;id=22788 <http: orange.jobs="" jobs="" fiche.do?do="fiche&amp;open&amp;id=22788">;http://intranet-if.insa-lyon.fr/stages/descriptif/ORANGE%20LABS%20RENNES.docx
8;EDF RECHERCHE ET DEVELOPPEMENT;CLAMART Hauts de Seine;3Nicolas CHAMOLLET;;http://intranet-if.insa-lyon.fr/stages/descriptif/EDF%20Clamart%20-%202011%2010%20proposition%20stage%20PRISM-METRIX-GEOMETRIX%202012%20_%20DRIIME.doc
29;EXAKIS;PARIS Paris;4-5voir sur le sujet;42 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/EXAKIS.7z
0;ITN;PARIS Paris;4J.HASSLER@itnsa.com;14 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/ITN.7z
31;KREACTIVE;LYON Rhône;3-4stages@kreactive.com;6 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/KREACTIVE.7z
32;TRIXELL;MOIRANS Isère;4-5nathalie.alonzo@trixell-thalesgroup.com;Evolution du code de calcul du logiciel VXI pour répondre aux besoins de Trixell;http://intranet-if.insa-lyon.fr/stages/descriptif/TRIXELL-GROUPE%20THALES%20-%20Demande_de_stagiaire_racine.doc
34;LOGICA FRANCE;LYON Rhône;4-5www.logica-campus.fr;catalogue Logica;http://intranet-if.insa-lyon.fr/stages/descriptif/LOGICA%20Catalogue%20de%20stages%20Rhone%20Alpes%20Auvergne%202011%202012.pdf
35;MSC;sp;&nbsp;VOURLES Rhône;4-5i.renaud@msc-sgcc.com;5 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/MSC-SGCC.zip
6;IORGA GROUP;LEVALLOIS PERRET Hauts de Seine;5Carole Melfort;Ingénieur d'Etudes et Développement;http://intranet-if.insa-lyon.fr/stages/descriptif/IORGA%20GROUP%20-%20Ingenieur%20d%27Etudes%20et%20Developpement%20Stagiaire%20CDS%20Lyon.docx
7;THALES GROUP;ELANCOURT Yvelines;4angelina.cruls@thalesgroup.com;21 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/THALES%20-%20Book%20Stages%20ITO%202011%202012.doc
8;VIVERIS;BOULOGNE BILLANCOURT Hauts de Seine;4coralie-nohel@viveris.fr;13 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/VIVERIS%20stages%202012.pdf
39;SOPRA GROUP DANS LE MONDE;HORS DE LYON Rhône;4-5stages@sopragroup.com;Book stages : + 400 sujets
France et Etranger;http://intranet-if.insa-lyon.fr/stages/descriptif/SOPRA%20GROUP%20-%20Book%20de%20stage%20interactif%20complet%202011-2012.pdf
40;SOCIETE GENERALE;PARIS LA DEFENSE Hauts de Seine;3-4Pierre.thorey@sgcib.com;Ecriture en C# du coeur d&#8217;une application de trading temps réél;http://intranet-if.insa-lyon.fr/stages/descriptif/SOCIETE%20GENERALE%20-%20stage_KC.pdf
1;FIDUCIAL;LYON Rhône;4anne-sophie.brun@fiducial.net;3 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/FIDUCIAL.doc
2;CAPGEMINI APPLICATION SERVICES - DIVISIO;PARIS LA DEFENSE CEDEX Hauts de Seine;4voir dans book;Book de stages;http://intranet-if.insa-lyon.fr/stages/descriptif/CAPGEMINI%20book%20stages.pdf
3;CASINO INFORMATION TECHNOLOGY;ST ETIENNE Loire;4stage@groupe-casino.fr;Stage Concepteur Développeur Webmaster Direction Financière Groupe;http://intranet-if.insa-lyon.fr/stages/descriptif/CASINO%20Stage%20controle%20gestion%20Groupe%20Webmaster%20SCDGWMDCGv1.doc
44;ATOS WORLDLINE;LYON Rhône;4-5careers.atos.net;Book Atos WorldLine sur Lyon;http://intranet-if.insa-lyon.fr/stages/descriptif/ATOS%20WORLDLINE%20LYON.doc
6;EUROSCRIPT SYSTEMS;CARQUEFOU Loire Atlantique;4recrutement@euroscript.fr;Book;http://intranet-if.insa-lyon.fr/stages/descriptif/EUROSCRIPT.zip
47;DXO;BOULOGNE Hauts de Seine;3-4recruit1071@dxo.com;Stage Ingénieur Framework C++;http://intranet-if.insa-lyon.fr/stages/descriptif/DXO%20Stage%20Ingenieur%20Framework%20C.docx
48;PLAYSOFT;PARIS Paris;3-4Valentin.paquot@playsoft.fr;Développeur Mobiles pour Agence;http://intranet-if.insa-lyon.fr/stages/descriptif/PLAYSOFT%20-%2020111031-%20Mobilite%20-%20Developeur_fr.doc
9;STERIA;LYON Rhône;4esther.deregnaucourt@steria.com;Book;http://intranet-if.insa-lyon.fr/stages/descriptif/STERIA%20Book%20Stages%20%202012%20v0.4.doc
50;CONSEIL GENERAL DU RHONE;LYON Rhône;3-4virginie.alonzi@rhone.fr;3 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/CONSEIL%20GENERAL%20RHONE.doc
51;ACTIMAGE;LUXEMBOURG Luxembourg;3-4cv@actimage.com;5 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/ACTIMAGE.zip
2;EXAKIS;PARIS Paris;5Anne-Sophie LECLERC;5 sujets proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/EXAKIS%202.zip
53;NET RESULTS;SAO PAULO Brésil;3-4pierre.veyrat@insa-lyon.fr;Développement web dans une start-up;http://intranet-if.insa-lyon.fr/stages/descriptif/Net%20Results%20Bresil.doc
54;ACTIMAGE;LUXEMBOURG Luxembourg;3-4cv@actimage.com;2 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/ACTIMAGE%202.zip
55;EURO INFORMATION DEVELOPPEMENT;TASSIN LA DEMI LUNE Rhône;3-4RECRUTEMENTEI@e-i.com;2 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/EURO%20INFORMATION%20DEVELOPPEMENT.zip
56;AWOX Network Media Solution;MONTPELLIER Hérault;4-5fmousset@awox.com;EMBEDDED INTERNET APPLICATIONS;http://intranet-if.insa-lyon.fr/stages/descriptif/AWOX%20stage%202012%20Video%20Applications.doc
56;BASSETTI;GRENOBLE Isère;3-4Maryline PEREIRA;12 sujets proposés

;http://intranet-if.insa-lyon.fr/stages/descriptif/BASSETTI.zip
57;EURO INFORMATION DEVELOPPEMENT;TASSIN LA DEMI LUNE Rhône;4-5recrutementei@e-i.com;3 sujets pour les sites de CERGY et  STRASBOURG;http://intranet-if.insa-lyon.fr/stages/descriptif/EURO%20INFORMATION%202.zip
58;WID OP;LILLE Nord;3-4contact@widop.com;2 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/WID%20OP.zip
59;EURO INFORMATION DEVELOPPEMENT;TASSIN LA DEMI LUNE Rhône;4-5RECRUTEMENTEI@e-i.com;4 sujets à Nancy;http://intranet-if.insa-lyon.fr/stages/descriptif/EURO%20INFORMATION%203.zip
60;ALPES DEIS;MARIGNIER Haute Savoie;3-4mperrin@alpes-deis.fr;2 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/Alpes%20DEIS.doc
1;AREVA NP;LYON Rhône;4jean-francois.desseignes@areva.com;programmation interface graphique pour code de calcul thermo-hydraulique
;http://intranet-if.insa-lyon.fr/stages/descriptif/AREVA%20Lyon%202.doc
62;CASINO INFORMATION TECHNOLOGY;ST ETIENNE Loire;3-4stage@groupe-casino.fr;Stage à la Direction de la Coordination et des Grands Centres Projets - Casino Développement;http://intranet-if.insa-lyon.fr/stages/descriptif/CASINO%20Stage%20developpement%20_S_DEVELOP%20_0711.doc
63;FAURECIA;AUDINCOURT Doubs;4-5Lysiane KLEIN;3 sujets proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/FAURECIA.zip
64;SAFT BATTERIES;BORDEAUX Gironde;3-4recrutement.bordeaux@saftbatteries.com;développement d'une traçabilité de production de batteries Li-ion;http://intranet-if.insa-lyon.fr/stages/descriptif/SAFT.doc
65;SOCIETE GENERALE SECURITIES SERVICES;MILANO Italie;4-5Jean-Rene.Calais@sgss.socgen.it;Gestion centralisée des profils utilisateurs;http://intranet-if.insa-lyon.fr/stages/descriptif/SOCIETE%20GENERALE%20MILAN.doc
66;EURO INFORMATION DEVELOPPEMENT;TASSIN LA DEMI LUNE Rhône;4-5RECRUTEMENTEI@e-i.com;3 sujets à Lille et Lyon;http://intranet-if.insa-lyon.fr/stages/descriptif/EURO%20INFORMATION%204.zip
7;INSA LIRIS;VILLEURBANNE Rhône;4elod.egyed-zsigmond@insa-lyon.fr;Implémentation de mécanismes de transformation de 
traces et visualisation
;http://intranet-if.insa-lyon.fr/stages/descriptif/INSA%20LIRIS%202.doc
8;ST MICROELECTRONICS;CROLLES Isère;4patricia.lopez-cueva@imag.fr;Visualisation de motifs périodiques;http://intranet-if.insa-lyon.fr/stages/descriptif/ST%20MICROELECTRONICS%20Crolles%20visualisation%20%282%29.pdf
9;OCTO TECHNOLOGY;PARIS Paris;4recrutement@octo.com;Book;http://intranet-if.insa-lyon.fr/stages/descriptif/OCTO%20Technology%20-%20catalogue%20stages%202012.docx
0;ADD ONLINE;VILLEURBANNE Rhône;5recrutement@addonline.fr;Développement Web;http://intranet-if.insa-lyon.fr/stages/descriptif/ADD%20ONLINE.docx
71;ENVOLEA;CHAVANOD Haute Savoie;4-5schaudoreille@envolea.fr;Outil informatique de collecte de données;http://intranet-if.insa-lyon.fr/stages/descriptif/ENVOLEA%20SEMER_OFFRE_STAGE_120112.pdf
73;EYEOS;BARCELONE Espagne;3-4gerard@eyeos.org;Améliorer la plate-forme de bureau Web;http://intranet-if.insa-lyon.fr/stages/descriptif/EYEOS%20.doc
4;EUROSCRIPT SYSTEMS;CARQUEFOU Loire Atlantique;4recrutement@euroscript.fr;2 sujets dépt 78 ou Nantes;http://intranet-if.insa-lyon.fr/stages/descriptif/EUROSCRIPT%202.zip
5;CASINO INFORMATION TECHNOLOGY;ST ETIENNE Loire;4flaurenson@groupe-casino.fr;2 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/CASINO.zip
6;ACTE MEDIA;BRON Rhône;4franck.chabanon@actemedia.com;Génie-logiciel - Conception et réalisation de projets;http://intranet-if.insa-lyon.fr/stages/descriptif/ACTEMEDIA%20Genie-logiciel.doc
77;ORANGE LABS SECURITE;ISSY-LES MOULINEAUX Hauts de Seine;4-5voir sur offre;11 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/Orange%20Labs%20Stages%20Securite%202012.zip
78;ENSI DE BOURGES;BOURGES Cher;4-5vincent.idasiak@ensi-bourges.fr;2 sujets;http://intranet-if.insa-lyon.fr/stages/descriptif/ENSI%20BOURGES.zip
79;AMADEUS;SOPHIA ANTIPOLIS Alpes Maritimes;4-5www.amadeus.com/careers;Book interactif : + de 400 sujets;ement sur le site d'Amadeus : voir contact<b
80;LMS IMAGINE SA;LYON Rhône;4-5voir sur sujets;10 sujets sur Lyon et Roanne;http://intranet-if.insa-lyon.fr/stages/descriptif/LMS%20IMAGINE.zip
81;ELIOTH (EGIS CONCEPT);MONTREUIL Seine Saint Denis;3-4t.souchon@elioth.fr;developpement outils web pour bureau d'étude bâtiment;http://intranet-if.insa-lyon.fr/stages/descriptif/ELIOTH%20-%20stage%20wiki.doc
2;THE CODING MACHINE;PARIS Paris;5e.guibet@thecodingmachine.com;Assistant chef de projet informatique;http://intranet-if.insa-lyon.fr/stages/descriptif/The_Coding_Machine%20Stage_Fin_d_etudes_2.doc
3;ASTEK;LYON Rhône;5Sophie JOUBERT;Recherche 2 ingénieurs stagiaires (pré-ambauche)  pour un projet interne;http://intranet-if.insa-lyon.fr/stages/descriptif/ASTEK%20-%20OFE%20-%20Ingenieurs%20stagiaires-1.doc
4;MOSAICFINANCE;PARIS Paris;5Vanessa ROZANES;stage ingénieur infrastructure de trading;http://intranet-if.insa-lyon.fr/stages/descriptif/MOSAICFINANCE%20-%20Stage%20Ingenieur%20Infrastructure%20de%20Trading%20HF-2.pdf
85;ARKEMA CHINE;Beijing, Guangzhou, Shanghai, Chine;4-5solene.mathieu@arkema.com;;http://intranet-if.insa-lyon.fr/stages/descriptif/ARKEMA%20CHINE.docx
6;FINELOG;BOULOGNE BILLANCOURT Hauts de Seine;5priscilla.neloppe@finelog.fr;Etude et Développement Microsoft;http://intranet-if.insa-lyon.fr/stages/descriptif/GROUPE%20FINELOG_ecole.zip
7;AXA FRANCE;NANTERRE Hauts de Seine;5Amine CHERQUAOUI; Amélioration de nos outils de Reporting;http://intranet-if.insa-lyon.fr/stages/descriptif/AXA%20-%20STAGE%202012_%20middle-1.doc
8;OBJET DIRECT;LYON Rhône;5Geoffroy HEIM;stage informatique décisionnelle H/F;http://intranet-if.insa-lyon.fr/stages/descriptif/OBJET%20DIRECT%20-%20012012_Homsys_Lyon_Offre_Stage.pdf
89;OBJET DIRECT;LYON Rhône;4-5Geoffroy HEIM;Conception et Développement d&#8217;applications sur les architectures Java,
Web2.0 et Mobile (Android);http://intranet-if.insa-lyon.fr/stages/descriptif/OBJET%20DIRECT%20-%20012012_OD_Lyon_Offre_Stage.pdf
0;KEY CONSULTING;SURESNES Hauts de Seine;5Zéïna JARNAC;3 sujets de stages proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/KEY%20CONSULTING.zip
1;EDAP TMS EDAP TECHNOMED HIFU;VAULX EN VELIN Rhône;3Emamnuel CARRE;Développement d'un site WEB pour le Service près vente;http://intranet-if.insa-lyon.fr/stages/descriptif/EDAP%20TMS%20-%20offreStageEZ-1.docx
92;SWORD GROUP SE;ST DIDIER AU MONT D OR Rhône;4-5Lucie VARELA;7 sujets proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/SWORD%20-%20PFE-201%20-18-01-12.pptx
3;CNDRI - INSA;VILLEURBANNE Rhône;4Florent MOUGEL;Stage informatique instrumentation;http://intranet-if.insa-lyon.fr/stages/descriptif/CNDRI%20-%20INSA%20stage_informatique-instrumentation-2.pdf
94;ETS MONTREAL;MONTREAL Canada;4-5Mathieu MARANZANA;Recherche plusieurs stagiaires;http://intranet-if.insa-lyon.fr/stages/descriptif/ETS%20MONTREAL.docx
5;ORANGE;LYON Rhône;5cecile.burnel@orange.com;6 sujets proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/ORANGE.zip
6;LA BANQUE POSTALE;IVRY SUR SEINE Val de Marne;5Emilie CABRILLAC;6 sujets proposés :
- Réalisation d'outils CDM
- Stage Succession
- Stage Intégrateur d'application Tenue de compte
- Stage Mise en oeuvre d'un outil de cartographie applicative
- Stage Etude et Développement Décisionnel 
- Stage Analyste des trace;http://intranet-if.insa-lyon.fr/stages/descriptif/LA%20BANQUE%20POSTALE.zip
97;CNES;TOULOUSE Haute Garonne;4-5clara.nicolas@cnes.fr;Développement d'un outil de contrôle des plans de commandes des satellites;http://intranet-if.insa-lyon.fr/stages/descriptif/CNES.docx
8;MC2I GROUPE CONSEIL EN SYSTEMES;PARIS Paris;5recrutement_campus@mc2i.fr;2 sujets proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/MC2I%20GROUPE.zip
9;CNRS;VILLEURBANNE Ain;3David COEURJOLLY;4 sujets proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/CNRS.zip
00;CNRS - LIRIS;VILLEURBANNE Rhône;3David  COEURJOLLY;Transformée en distance et axe médian sur carte graphique (GPU)
Voir détail de l'offre sur le site :
http://liris.cnrs.fr/david.coeurjolly/stages/2009_DT_GPU.html
;Marian.Scuturici@insa-lyon.fr<b
101;BALINEA;PARIS Paris;3-4yoram@balinea.com;Développeur web;http://intranet-if.insa-lyon.fr/stages/descriptif/BALINEA%20-%20Offre%20stage%20dev.docx
102;WIJET;PAIRS Paris;4-5Corentin Denoeud;Stagiaire chef de projet Junior / Développeur PHP/Mysql sur plateforme Zend;http://intranet-if.insa-lyon.fr/stages/descriptif/WIJET.docx
03;NEXANS;PARIS Paris;5Edouard TO;Informatique décisionnelle &#8211; Direction des Achats Groupe;http://intranet-if.insa-lyon.fr/stages/descriptif/NEXANS%20Paris%20PUR_BI2012%20Info%20decisionnelle%20E%20To.pdf
04;NEXANS;PARIS Paris;5Marie-Françoise Gaud;Etude préalable menée au sein de la DSI - Departement Strategy &amp; Account Management;http://intranet-if.insa-lyon.fr/stages/descriptif/NEXANS%20Paris%20Sujet%20de%20stage%202012DSISAMV1.docx
05;FUTUR TELECOM;MARSEILLE Bouches du Rhône;5Audrey LE PALLABRE;;http://intranet-if.insa-lyon.fr/stages/descriptif/Futur%20Telecom%20Marseille.doc
106;CREATIS;VILLEURBANNE Rhône;4-5Carole FRINDEL;Développement d&#8217;une IHM pour l&#8217;étude de l&#8217;ischémie cérébrale par IRM de perfusion;http://intranet-if.insa-lyon.fr/stages/descriptif/CREATIS%20Offre%20de%20stage%20ingenieur.pdf
07;EDF-DTG;GRENOBLE Isère;5Olivier RICHE;;http://intranet-if.insa-lyon.fr/stages/descriptif/EDF%20Grenoble%20Offre%20Stage.docx
108;AXA FRANCE;NANTERRE Hauts de Seine;4-5Christelle GAMBOSO;2 sujets :
- Stratégie Gouvernance SOA 
- Analyste informatique;http://intranet-if.insa-lyon.fr/stages/descriptif/AXA-2.zip
109;WIBOX;SAINT SYMPHORIEN SUR COISE Rhône;3-4drh@wibox.fr;;http://intranet-if.insa-lyon.fr/stages/descriptif/Wibox.docx
110;LIPN - UNIVERSITE PARIS 13;PARIS Paris;4-5Étienne André;Vérification automatisée de diagrammes états transitions UML;http://intranet-if.insa-lyon.fr/stages/descriptif/LIPN%20-%20UNIV%20PARIS13.zip
111;ALTIVIEW;LYON Rhône;4-5Guillaume FERRIER;Mise en place d&#8217;une ou plusieurs interfaces permet;DMS (Dealer Management System : les ERP de
12;SNCF;LYON Rhône;3Rosso.Damien@sncf.fr;Mise en place et automatisation du tableau de bord Direction financière / établissements Exploitations Voyageurs;http://intranet-if.insa-lyon.fr/stages/descriptif/SNCF%20-%20Nouvelle%20fiche%20Mission%20Stage%20pour%20manager_-2.doc
13;INSA LIRIS;VILLEURBANNE Rhône;3Yann GRIPAY;Interface Web de monitoring d'un bâtiment intelligent

(pour éventuellement 2 stagiaires);http://intranet-if.insa-lyon.fr/stages/descriptif/INSA%20LIRIS%20-%20Sujet%203IF.pdf
15;THALES GROUP;ELANCOURT Yvelines;5ludovic.thomann@fr.thalesgroup.com;;http://intranet-if.insa-lyon.fr/stages/descriptif/THALES%20-%20Fiche%20Stagiaire%20ISe-ID%20_2012-01_.pdf
16;RENAULT TRUCKS;SAINT-PRIEST Rhône;5Ludovic ABEL;Reporting des offres de service;http://intranet-if.insa-lyon.fr/stages/descriptif/RENAULT%20TRUCKS%20-%20Stage_13463BR_Reporting_fiche.pdf
17;ORANGE BUSINESS SERVICE - LYON;LYON Rhône;5cecile.burnel@orange.com;5 sujets proposés :
- Recherche des performances des datamart Osiris 
- Expert technique d'application CRM' 
- stage ingénieur conception/développement agile 
- Stagiaire "   Ingénieur d'étude - Paramètrage/Qualification métier des scénarios de test;http://intranet-if.insa-lyon.fr/stages/descriptif/ORANGE%20BUSINESS%20%20SERVICES.zip
18;OXYLANE;VILLENEUVE D'ASCQ Nord;4;2 sujets :
- IT developper training e.business
- IT developper training internet
-;http://intranet-if.insa-lyon.fr/stages/descriptif/OXYLANE.zip
119;EURO INFORMATION DEVELOPPEMENTS;STRASBOURG Bas Rhin;4-5RECRUTEMENTEI@e-i.com;Stage  Création d'un outil de tests de non régression automatique des sites Internet du Groupe CM-CIC;http://intranet-if.insa-lyon.fr/stages/descriptif/EURO%20INFORMATION%20-%20STEST%20Oberle%20070212-1.pdf
120;EURO INFORMATION DEVELOPPEMENTS;STRASBOURG Bas Rhin;4-5;Stage  Création de fonctionnalités
Du back office de notre opérateur MVNO NRJ Mobile
;http://intranet-if.insa-lyon.fr/stages/descriptif/EURO%20INFORMATION%20-%20STNRJ%20Oberle%20070212-1.pdf
121;ACS;GUILHERAND-GRANGES Ardèche;4-5thomas.guillemin@acs-inc.com;;http://intranet-if.insa-lyon.fr/stages/descriptif/ACS.pdf
122;SOCIETE GENERALE;PARIS Paris;4-5; Refonte d'un module d'une application de gestion de frais  : 
; sur le site directement :<b
23;SOCIETE GENERALE;MILAN Italie;4Jean-Rene.Calais@sgss.socgen.it;3 sujets  proposés

;http://intranet-if.insa-lyon.fr/stages/descriptif/SOCIETE%20GENERALE.zip
24;CREDIT AGRICOLE CENTRE EST;MACON Saône et Loire;3sebastien.moulin@ca-centrest.fr;STAGE DEVELOPPEMENT INFORMATIQUE / INNOVATION;http://intranet-if.insa-lyon.fr/stages/descriptif/CREDIT%20AGRICOLE%20-%20Offre%20Stagiaire%20Innovation%20Credits.pdf
125;ABSI IT;BRUSSELS Belgique;3-4twagner@careersinternational.com;    -      Cloud Application Developer (JAVA)
    -      .Net Developer
;http://intranet-if.insa-lyon.fr/stages/descriptif/Absi-IT%20jobs.pdf
26;THALES;LYON Rhône;5Lisa DEGUIL;Réalisation d'un système d'information critique basé sur les technologies de la génération Google;http://intranet-if.insa-lyon.fr/stages/descriptif/THALES%20-%20Stage%202012%20Centre%20de%20service.pdf
27;SUPELEC;RENNES Ille et Vilaine;4guillaume.hiet@supelec.fr;Optimisation de l&#8217;Interface Homme-Machine d&#8217;un outil de
r´etro-conception de protocoles;http://intranet-if.insa-lyon.fr/stages/descriptif/SUPELEC%20-%20Netzob.pdf
28;ALTIVIEW;LYON Rhône;4Guillaume FERRIER;Le sujet traite de la récupération de données de sources hétérogènes puis de la consolidation de ces données;http://intranet-if.insa-lyon.fr/stages/descriptif/AltiView%20-%20Decisionnel.pdf
129;ADOCIA;LYON Rhône;4-5Patricia BOITON;;http://intranet-if.insa-lyon.fr/stages/descriptif/ADOCIA-1.pdf
130;MEDIANE;BRIGNOLLES Var;3-4Valérie ESNAULT;développement en C#.NET d&#8217;un ou plusieurs modules applicatifs de notre gamme de logiciels;http://intranet-if.insa-lyon.fr/stages/descriptif/MEDIANE%20SAS.pdf
31;KPF;PARIS Ain;5guillaume.delrieu@groupekpf.fr;;http://intranet-if.insa-lyon.fr/stages/descriptif/KPF%20-%20STAGIAIRE%20INGENIEUR%202012.pdf
132;SNCF;PARIS Paris;4-5Marie THIRY;Optimisation du cycle de maintenance de niveau 2 concernant l'examen en service (ES) du matériel voiture V2N;http://intranet-if.insa-lyon.fr/stages/descriptif/Offre_SNCF.pdf
133;AIRBUS;HAMBOURG Allemagne;3-4JEROME.BARTHOLOME@airbus.com;Approfondir la programmation (en PHP et/ou MySQL) d´une base de données créé pour gérer les résultats des sous-traitants;http://intranet-if.insa-lyon.fr/stages/descriptif/AIRBUS%20-%20SQM%20Database%20extract%20of%20project.pdf
134;SOFTFLUENT;PARIS Paris;4-5Baudouin GIARD;Stagiaire en développement .NET /CodeFluent Entities
;http://intranet-if.insa-lyon.fr/stages/descriptif/Stage_Developpement.pdf
135;LABORATOIRE CITI;VILLEURBANNE Rhône;3-4marine.minier@insa-lyon.fr;Mise en place d&#8217;une bibliothèque C de chiffrement par bloc
efficace pour capteurs;http://intranet-if.insa-lyon.fr/stages/descriptif/Laboratoire%20CITI%20-%20Proposition%20de%20stage%204IF-2-1.pdf
